channel_id,title,subscriber_count,discovery_method,first_seen_at,description,engagement_rate,cadence,velocity
UC4BrnhWo394tjKVhIK1oZ0g,Stock Analyst 2026,11,keyword,2026-08-14 19:09:19.763533+03:00,"📊 StockAnalyst2026 | Stock Market Education

Welcome to StockAnalyst2026 — Your one-stop 
destination for complete Stock Market learning 
in simple Hinglish language!

📈 What You Will Learn:
✅ Value Investing (Buffett & Graham Strategy)
✅ Fundamental Analysis (PE, PB, ROE & more)
✅ Technical Analysis (Charts, Indicators, Patterns)
✅ Basic to Advance Stock Market Concepts
✅ Real Indian Market Case Studies (NSE/BSE)
✅ Nifty 50, Bank Nifty Analysis

🎯 Who Is This Channel For?
→ Beginners who want to start investing
→ Traders who want to learn analysis
→ Anyone who wants financial freedom

⚠️ Disclaimer:
All content is for educational purposes only.
Please consult a SEBI-registered financial 
advisor before investing.

📌 Subscribe & Press 🔔 Bell Icon
New videos every week!

#StockMarket #ValueInvesting 
#FundamentalAnalysis #TechnicalAnalysis 
#StockAnalyst2026 #NSE #BSE #Nifty50

",0.330456,411.79,1.0
UCCwRJQvzyf7O3Dt9PVIkECA,    Smart Money Lab,11,keyword,2026-08-14 19:15:44.867052+03:00,"Learn Money. Build Wealth. 💰📊 Smart Money Lab is your home for simple, practical personal finance education made for everyday Australians. From budgeting rules that actually work with real Aussie rent and grocery prices, to income tracking, saving strategies, and breaking down new tax and super changes — we make money management easy to understand and even easier to apply. New videos weekly for anyone who wants to save more, stress less, and take control of their finances.
#SmartMoneyLab #BudgetingAustralia #PersonalFinanceAustralia #MoneyTipsAustralia #FinancialLiteracyAU
",0.157696,92.95,0.6615
UCEozExMo0iHN9RSpv1pJbTQ,Stock Market Analysis,11,keyword,2026-08-14 19:05:13.728887+03:00,"Welcome to Stock Market Analysis — your go-to channel for clear, no-nonsense breakdowns of stock market trends, technical analysis and investment strategies. Whether you're a beginner learning the basics or an experienced trader looking for daily market insights, we cover everything from chart patterns and stock picks to macroeconomic trends shaping the market. New videos regularly. Subscribe and never miss a market move.",0.059544,24.77,1.4059
UCeWdmc6Bsn4OSSBfMdgErDQ,Personal finance For beginners,9,keyword,2026-08-14 19:00:09.203232+03:00,"Welcome to Personal Finance for Beginners!
Learn simple and practical ways to manage your money, save more, budget effectively, invest wisely, and achieve financial freedom. Whether you're a student, employee, or entrepreneur, this channel will help you build strong financial habits and make smarter money decision

#PersonalFinance #FinanceTips #MoneyManagement #Budgeting #SavingMoney #Investing #FinancialFreedom #MoneyTips #WealthBuilding #BeginnerFinance #PassiveIncome #FinancialEducation #SmartMoney #FinanceForBeginners #FinancialGoals


personal finance, finance for beginners, money management, budgeting, saving money, investing, financial freedom, passive income, wealth building, money tips, financial education, smart money, beginner investing, financial planning, personal budgeting.
",0.15308,16.37,0.481
UCUJeArdXioBzUUaSE73RTAw,Abby,4,keyword,2026-08-14 19:15:55.154699+03:00,"Welcome to your go-to spot for everything money! 💸
This channel breaks down personal finance in a way that’s simple, real, and actually useful. Whether you're trying to budget better, pay off debt, save smarter, invest as a beginner, or build long-term wealth — you’re in the right place.
Expect:
• Money tips you can use today
• Beginner-friendly investing advice
• Smart saving strategies
• Debt payoff hacks
• Financial freedom game plans
No boring lectures — just real talk about how to take control of your money and build the life you want.
Subscribe if you're ready to master your money and make smarter financial moves.
Feel free to check out my Udemy course which is also very useful if you are trying to get control over your money, save, spend wise and build wealth. 
https://www.udemy.com/course/financial-survival-guide-after-job-loss/?referralCode=DE0A0A0336C95540E4F2
#BudgetTips #MoneyGoals #InvestingForBeginners #FinancialFreedom
",0.033382,11.36,0.525
UCzXulFzu0dPeW05RroAWeZA,Make Saving - Make Saving Money Easy,4,keyword,2026-08-14 19:15:52.242753+03:00,,0.021869,89.81,0.5698
UCbnOUk6EiEzry7Z5IBgvG3g,stock market analysis ,2,keyword,2026-08-14 19:09:11.312695+03:00,,0.1875,13.38,0.6
UCu5oFCUccA6yk7qv0m4cI9g,Aussie Saving Guide,2,keyword,2026-08-14 19:15:41.890174+03:00,"Welcome to Aussie Saving Guide 🇦🇺💰

Your trusted destination for smart money tips, budgeting ideas, and practical ways to save money in Australia.

On this channel, we share simple and useful videos about:
• Saving money on everyday expenses
• Grocery and shopping hacks
• Reducing bills and living costs
• Budgeting tips for students and families
• Side hustle ideas and online earning opportunities
• Smart financial habits for a better future

Whether you are a student, young professional, family member, or someone looking to manage money better, Aussie Saving Guide helps you make smarter financial decisions with easy-to-understand advice.

Our goal is simple: help Australians save more, spend wisely, and build a financially smarter lifestyle.

Subscribe to Aussie Saving Guide and start your journey toward smarter saving! 🇦🇺✨
",0.0,26.53,3.64
UCCy4be19nx6S1va_VhoqRQQ,HOW TO SAVE MONEY,1,keyword,2026-08-14 19:12:00.606540+03:00,Welcome to my channel where i will show you how to save some money.,0.0,0.0,1.0
UCgiC15ZxONd8hsYP0CKUAEQ,how to Save Money,1,keyword,2026-08-14 19:11:57.815252+03:00,"how to Save Money:

Record your expenses. ...
Make a budget. ...
Plan on saving money. ...
Set savings goals. ...
Decide on your priorities. ...
Different savings and investment strategies for different goals. ...
Make saving money easier with automatic transfers. ...
Watch your savings grow.

It is not the man who has too little, but the man who craves more, that is poor. 
The art is not in making money, but in keeping it. 
Americans spend all or most of their income on things that have little or no lasting value
Many people take no care of their money till they come nearly to the end of it, and others do just the same with their time.
It’s good to have money and the things money can buy, but it’s good, too, to check up once in a while and make sure that you haven’t lost the things that money can’t buy",0.04,0.0,1.0
UCIDJHAyNGASQvA1rtplOpcA,Uk money guide ,1,keyword,2026-08-14 19:15:39.727843+03:00,,0.0,35.29,1.0
UC3DvxD4Ox595k2bgkyEVspA,Mr Iid,0,keyword,2026-08-14 19:15:40.629280+03:00,Welcome to my channel,0.431945,255.19,1.0
UCsnckBfojVHFgxOLQ__NXGQ,Money Guide,0,keyword,2026-08-14 19:15:56.260472+03:00,"Welcome to Money Guide — your simple path to smarter money decisions 💰

Learn how to save fast, grow your income, and build real wealth with easy tips, powerful strategies, and real-life money lessons.


🔥 Start your journey to financial freedom today!
👉 Subscribe now and turn your money into your biggest asset!",0.0,240.05,0.9231
UCS-UdSWZhawKNicZGeBP8CQ,💰 Money Guide Daily,0,keyword,2026-08-14 19:15:53.811004+03:00,"Money Guide is your go-to channel for simple, practical personal finance tips. 💰🇺🇸
Learn how to save money, build better financial habits, manage credit cards, create a budget, understand investing, reduce debt, and work toward financial freedom.
Our goal is simple: make money topics easy to understand and useful in real life.
📌 Topics:
💵 Saving Money
💳 Credit Cards & Credit Scores
📊 Budgeting
📈 Investing Basics
🏦 Banking
💰 Debt Management
💼 Side Hustles
🎯 Financial Goals
Subscribe to Money Guide and start making smarter money moves. 🔔💰
",0.0,0.0,1.0
